code	source_name	normalized_name	parent_code	parent_name	chapter_code	chapter_context	page	suggested_top_group	suggested_material_family	candidate_families	matching_rule	confidence	review_status
01012100	马： 改良种用	马： 改良种用	010121	马： / 改良种用	01	HS第01章	17				none	0.0	unmapped
01012900	其他	其他	010129	马： / 其他	01	HS第01章	17				none	0.0	unmapped
01013010	驴： 改良种用	驴： 改良种用	010130	驴	01	HS第01章	17				none	0.0	unmapped
01013090	其他	其他	010130	驴	01	HS第01章	17				none	0.0	unmapped
01019000	其他	其他	010190	其他	01	HS第01章	18				none	0.0	unmapped
01022100	家牛： 改良种用	家牛： 改良种用	010221	家牛： / 改良种用	01	HS第01章	18				none	0.0	unmapped
01022900	其他	其他	010229	家牛： / 其他	01	HS第01章	18				none	0.0	unmapped
01023100	水牛： 改良种用	水牛： 改良种用	010231	水牛： / 改良种用	01	HS第01章	18				none	0.0	unmapped
01023900	其他	其他	010239	水牛： / 其他	01	HS第01章	18				none	0.0	unmapped
01029010	其他： 改良种用	其他： 改良种用	010290	其他	01	HS第01章	18				none	0.0	unmapped
01029090	其他	其他	010290	其他	01	HS第01章	19				none	0.0	unmapped
01031000	改良种用	改良种用	010310	改良种用	01	HS第01章	19				none	0.0	unmapped
01039110	其他： --重量在50千克以下： 重量在10千克以下	其他： --重量在50千克以下： 重量在10千克以下	010391	其他： / 重量在50千克以下	01	HS第01章	19				none	0.0	unmapped
01039120	重量在10千克及以上，但在50 千克以下	重量在10千克及以上，但在50 千克以下	010391	其他： / 重量在50千克以下	01	HS第01章	19				none	0.0	unmapped
01039200	重量在50千克及以上	重量在50千克及以上	010392	其他： / 重量在50千克及以上	01	HS第01章	19				none	0.0	unmapped
01041010	绵羊： 改良种用	绵羊： 改良种用	010410	绵羊	01	HS第01章	19				none	0.0	unmapped
01041090	其他	其他	010410	绵羊	01	HS第01章	20				none	0.0	unmapped
01042010	山羊： 改良种用	山羊： 改良种用	010420	山羊	01	HS第01章	20				none	0.0	unmapped
01042090	其他	其他	010420	山羊	01	HS第01章	20				none	0.0	unmapped
01051110	重量不超过185克： --鸡： 改良种用	重量不超过185克： --鸡： 改良种用	010511	重量不超过185克： / 鸡	01	HS第01章	20				none	0.0	unmapped
01051190	其他	其他	010511	重量不超过185克： / 鸡	01	HS第01章	20				none	0.0	unmapped
01051210	火鸡： 改良种用	火鸡： 改良种用	010512	重量不超过185克： / 火鸡	01	HS第01章	20				none	0.0	unmapped
01051290	其他	其他	010512	重量不超过185克： / 火鸡	01	HS第01章	21				none	0.0	unmapped
01051310	鸭： 改良种用	鸭： 改良种用	010513	重量不超过185克： / 鸭	01	HS第01章	21				none	0.0	unmapped
01051390	其他	其他	010513	重量不超过185克： / 鸭	01	HS第01章	21				none	0.0	unmapped
01051410	鹅： 改良种用	鹅： 改良种用	010514	重量不超过185克： / 鹅	01	HS第01章	21				none	0.0	unmapped
01051490	其他	其他	010514	重量不超过185克： / 鹅	01	HS第01章	21				none	0.0	unmapped
01051510	珍珠鸡： 改良种用	珍珠鸡： 改良种用	010515	重量不超过185克： / 珍珠鸡	01	HS第01章	21				none	0.0	unmapped
01051590	其他	其他	010515	重量不超过185克： / 珍珠鸡	01	HS第01章	22				none	0.0	unmapped
01059410	其他： --鸡： 改良种用	其他： --鸡： 改良种用	010594	其他： / 鸡	01	HS第01章	22				none	0.0	unmapped
01059490	其他	其他	010594	其他： / 鸡	01	HS第01章	22				none	0.0	unmapped
01059910	其他： 改良种用	其他： 改良种用	010599	其他	01	HS第01章	22				none	0.0	unmapped
01059991	其他： 鸭	其他： 鸭	010599	其他	01	HS第01章	22				none	0.0	unmapped
01059992	其他： 鹅	其他： 鹅	010599	其他	01	HS第01章	22				none	0.0	unmapped
01059993	其他： 珍珠鸡	其他： 珍珠鸡	010599	其他	01	HS第01章	23				none	0.0	unmapped
01059994	其他： 火鸡	其他： 火鸡	010599	其他	01	HS第01章	23				none	0.0	unmapped
01061110	哺乳动物： --灵长目： 改良种用	哺乳动物： --灵长目： 改良种用	010611	哺乳动物： / 灵长目	01	HS第01章	23				none	0.0	unmapped
01061190	其他	其他	010611	哺乳动物： / 灵长目	01	HS第01章	23				none	0.0	unmapped
01061211	鲸、海豚及鼠海豚（鲸目哺乳动 物）；海牛及儒艮（海牛目哺乳动 物）；海豹、海狮及海象（鳍足亚 目哺乳动物）： ---鲸、海豚及鼠海豚（鲸目哺乳 动物）；海牛及儒艮（海牛目哺乳 动物）： 改良种用	鲸、海豚及鼠海豚（鲸目哺乳动 物）；海牛及儒艮（海牛目哺乳动 物）；海豹、海狮及海象（鳍足亚 目哺乳动物）： ---鲸、海豚及鼠海豚（鲸目哺乳 动物）；海牛及儒艮（海牛目哺乳 动物）： 改良种用	010612	哺乳动物： / 鲸、海豚及鼠海豚（鲸目哺乳动 物）；海牛及儒艮（海牛目哺乳动 物）；海豹、海狮及海象（鳍足亚 目哺乳动物）	01	HS第01章	23				none	0.0	unmapped
01061219	鲸、海豚及鼠海豚（鲸目哺乳 动物）；海牛及儒艮（海牛目哺乳 动物）： 其他	鲸、海豚及鼠海豚（鲸目哺乳 动物）；海牛及儒艮（海牛目哺乳 动物）： 其他	010612	哺乳动物： / 鲸、海豚及鼠海豚（鲸目哺乳动 物）；海牛及儒艮（海牛目哺乳动 物）；海豹、海狮及海象（鳍足亚 目哺乳动物）	01	HS第01章	24				none	0.0	unmapped
01061221	海豹、海狮及海象（鳍足亚目 哺乳动物）： 改良种用	海豹、海狮及海象（鳍足亚目 哺乳动物）： 改良种用	010612	哺乳动物： / 鲸、海豚及鼠海豚（鲸目哺乳动 物）；海牛及儒艮（海牛目哺乳动 物）；海豹、海狮及海象（鳍足亚 目哺乳动物）	01	HS第01章	24				none	0.0	unmapped
01061229	海豹、海狮及海象（鳍足亚目 哺乳动物）： 其他	海豹、海狮及海象（鳍足亚目 哺乳动物）： 其他	010612	哺乳动物： / 鲸、海豚及鼠海豚（鲸目哺乳动 物）；海牛及儒艮（海牛目哺乳动 物）；海豹、海狮及海象（鳍足亚 目哺乳动物）	01	HS第01章	24				none	0.0	unmapped
01061310	骆驼及其他骆驼科动物： 改良种用	骆驼及其他骆驼科动物： 改良种用	010613	哺乳动物： / 骆驼及其他骆驼科动物	01	HS第01章	24				none	0.0	unmapped
01061390	其他	其他	010613	哺乳动物： / 骆驼及其他骆驼科动物	01	HS第01章	24				none	0.0	unmapped
01061410	家兔及野兔： 改良种用	家兔及野兔： 改良种用	010614	哺乳动物： / 家兔及野兔	01	HS第01章	24				none	0.0	unmapped
01061490	其他	其他	010614	哺乳动物： / 家兔及野兔	01	HS第01章	25				none	0.0	unmapped
01061910	其他： 改良种用	其他： 改良种用	010619	哺乳动物： / 其他	01	HS第01章	25				none	0.0	unmapped
01061990	其他	其他	010619	哺乳动物： / 其他	01	HS第01章	25				none	0.0	unmapped
01062011	爬行动物（包括蛇及龟鳖）： ---改良种用： 鳄鱼苗	爬行动物（包括蛇及龟鳖）： ---改良种用： 鳄鱼苗	010620	爬行动物（包括蛇及龟鳖）	01	HS第01章	25				none	0.0	unmapped
01062019	改良种用： 其他	改良种用： 其他	010620	爬行动物（包括蛇及龟鳖）	01	HS第01章	25				none	0.0	unmapped
01062020	食用	食用	010620	爬行动物（包括蛇及龟鳖）	01	HS第01章	25				none	0.0	unmapped
01062090	其他	其他	010620	爬行动物（包括蛇及龟鳖）	01	HS第01章	26				none	0.0	unmapped
01063110	鸟： --猛禽： 改良种用	鸟： --猛禽： 改良种用	010631	鸟： / 猛禽	01	HS第01章	26				none	0.0	unmapped
01063190	其他	其他	010631	鸟： / 猛禽	01	HS第01章	26				none	0.0	unmapped
01063210	鹦形目（包括普通鹦鹉、长尾鹦 鹉、金刚鹦鹉及美冠鹦鹉）： 改良种用	鹦形目（包括普通鹦鹉、长尾鹦 鹉、金刚鹦鹉及美冠鹦鹉）： 改良种用	010632	鸟： / 鹦形目（包括普通鹦鹉、长尾鹦 鹉、金刚鹦鹉及美冠鹦鹉）	01	HS第01章	26				none	0.0	unmapped
01063290	其他	其他	010632	鸟： / 鹦形目（包括普通鹦鹉、长尾鹦 鹉、金刚鹦鹉及美冠鹦鹉）	01	HS第01章	26				none	0.0	unmapped
01063310	鸵鸟；鸸鹋： 改良种用	鸵鸟；鸸鹋： 改良种用	010633	鸟： / 鸵鸟；鸸鹋	01	HS第01章	26				none	0.0	unmapped
01063390	其他	其他	010633	鸟： / 鸵鸟；鸸鹋	01	HS第01章	27				none	0.0	unmapped
01063910	其他： 改良种用	其他： 改良种用	010639	鸟： / 其他	01	HS第01章	27				none	0.0	unmapped
01063921	食用： 乳鸽	食用： 乳鸽	010639	鸟： / 其他	01	HS第01章	27				none	0.0	unmapped
01063923	食用： 野鸭	食用： 野鸭	010639	鸟： / 其他	01	HS第01章	27				none	0.0	unmapped
01063929	食用： 其他	食用： 其他	010639	鸟： / 其他	01	HS第01章	27				none	0.0	unmapped
01063990	其他	其他	010639	鸟： / 其他	01	HS第01章	28				none	0.0	unmapped
01064110	昆虫： --蜂： 改良种用	昆虫： --蜂： 改良种用	010641	昆虫： / 蜂	01	HS第01章	28				none	0.0	unmapped
01064190	其他	其他	010641	昆虫： / 蜂	01	HS第01章	28				none	0.0	unmapped
01064910	其他： 改良种用	其他： 改良种用	010649	昆虫： / 其他	01	HS第01章	28				none	0.0	unmapped
01064990	其他	其他	010649	昆虫： / 其他	01	HS第01章	28				none	0.0	unmapped
01069011	其他： ---改良种用： 蛙苗	其他： ---改良种用： 蛙苗	010690	其他	01	HS第01章	28				none	0.0	unmapped
01069019	改良种用： 其他	改良种用： 其他	010690	其他	01	HS第01章	28				none	0.0	unmapped
01069090	其他	其他	010690	其他	01	HS第01章	29				none	0.0	unmapped
02011000	整头及半头	整头及半头	020110	整头及半头	02	HS第02章	30				none	0.0	unmapped
02012000	带骨肉	带骨肉	020120	带骨肉	02	HS第02章	30				none	0.0	unmapped
02013000	去骨肉	去骨肉	020130	去骨肉	02	HS第02章	30				none	0.0	unmapped
02021000	整头及半头	整头及半头	020210	整头及半头	02	HS第02章	30				none	0.0	unmapped
02022000	带骨肉	带骨肉	020220	带骨肉	02	HS第02章	31				none	0.0	unmapped
02023000	去骨肉	去骨肉	020230	去骨肉	02	HS第02章	31				none	0.0	unmapped
02031110	鲜或冷的： --整头及半头： 乳猪	鲜或冷的： --整头及半头： 乳猪	020311	鲜或冷的： / 整头及半头	02	HS第02章	31				none	0.0	unmapped
02031190	其他	其他	020311	鲜或冷的： / 整头及半头	02	HS第02章	31				none	0.0	unmapped
02031200	带骨的前腿、后腿及其肉块	带骨的前腿、后腿及其肉块	020312	鲜或冷的： / 带骨的前腿、后腿及其肉块	02	HS第02章	31				none	0.0	unmapped
02031900	其他	其他	020319	鲜或冷的： / 其他	02	HS第02章	31				none	0.0	unmapped
02032110	乳猪	乳猪	020321	冻的： / 整头及半头	02	HS第02章	32				none	0.0	unmapped
02032190	其他	其他	020321	冻的： / 整头及半头	02	HS第02章	32				none	0.0	unmapped
02032200	带骨的前腿、后腿及其肉块	带骨的前腿、后腿及其肉块	020322	冻的： / 带骨的前腿、后腿及其肉块	02	HS第02章	32				none	0.0	unmapped
02032900	其他	其他	020329	冻的： / 其他	02	HS第02章	32				none	0.0	unmapped
02041000	鲜或冷的整头及半头羔羊	鲜或冷的整头及半头羔羊	020410	鲜或冷的整头及半头羔羊	02	HS第02章	32				none	0.0	unmapped
02042100	其他鲜或冷的绵羊肉： 整头及半头	其他鲜或冷的绵羊肉： 整头及半头	020421	其他鲜或冷的绵羊肉： / 整头及半头	02	HS第02章	32				none	0.0	unmapped
02042200	带骨肉	带骨肉	020422	其他鲜或冷的绵羊肉： / 带骨肉	02	HS第02章	33				none	0.0	unmapped
02042300	去骨肉	去骨肉	020423	其他鲜或冷的绵羊肉： / 去骨肉	02	HS第02章	33				none	0.0	unmapped
02043000	冻的整头及半头羔羊	冻的整头及半头羔羊	020430	冻的整头及半头羔羊	02	HS第02章	33				none	0.0	unmapped
02044100	其他冻的绵羊肉： 整头及半头	其他冻的绵羊肉： 整头及半头	020441	其他冻的绵羊肉： / 整头及半头	02	HS第02章	33				none	0.0	unmapped
02044200	带骨肉	带骨肉	020442	其他冻的绵羊肉： / 带骨肉	02	HS第02章	33				none	0.0	unmapped
02044300	去骨肉	去骨肉	020443	其他冻的绵羊肉： / 去骨肉	02	HS第02章	33				none	0.0	unmapped
02045000	山羊肉	山羊肉	020450	山羊肉	02	HS第02章	33				none	0.0	unmapped
02050000	鲜、冷、冻马、驴、骡肉	鲜、冷、冻马、驴、骡肉	020500	鲜、冷、冻马、驴、骡肉	02	HS第02章	34				none	0.0	unmapped
02061000	鲜、冷牛杂碎	鲜、冷牛杂碎	020610	鲜、冷牛杂碎	02	HS第02章	34				none	0.0	unmapped
02062100	冻牛杂碎： 舌	冻牛杂碎： 舌	020621	冻牛杂碎： / 舌	02	HS第02章	34				none	0.0	unmapped
02062200	肝	肝	020622	冻牛杂碎： / 肝	02	HS第02章	34				none	0.0	unmapped
02062900	其他	其他	020629	冻牛杂碎： / 其他	02	HS第02章	34				none	0.0	unmapped
02063000	鲜、冷猪杂碎	鲜、冷猪杂碎	020630	鲜、冷猪杂碎	02	HS第02章	34				none	0.0	unmapped
02064100	肝	肝	020641	鲜、冷猪杂碎 / 肝	02	HS第02章	35				none	0.0	unmapped
02064900	其他	其他	020649	鲜、冷猪杂碎 / 其他	02	HS第02章	35				none	0.0	unmapped
02068000	其他鲜或冷杂碎	其他鲜或冷杂碎	020680	其他鲜或冷杂碎	02	HS第02章	35				none	0.0	unmapped
02069000	其他冻杂碎	其他冻杂碎	020690	其他冻杂碎	02	HS第02章	35				none	0.0	unmapped
02071100	鸡： 整只，鲜或冷的	鸡： 整只，鲜或冷的	020711	鸡： / 整只，鲜或冷的	02	HS第02章	35				none	0.0	unmapped
02071200	整只，冻的	整只，冻的	020712	鸡： / 整只，冻的	02	HS第02章	36				none	0.0	unmapped
02071311	块及杂碎，鲜或冷的： ---块： 带骨的	块及杂碎，鲜或冷的： ---块： 带骨的	020713	鸡： / 块及杂碎，鲜或冷的	02	HS第02章	36				none	0.0	unmapped
02071319	块： 其他	块： 其他	020713	鸡： / 块及杂碎，鲜或冷的	02	HS第02章	36				none	0.0	unmapped
02071321	杂碎： 翼（不包括翼尖）	杂碎： 翼（不包括翼尖）	020713	鸡： / 块及杂碎，鲜或冷的	02	HS第02章	36				none	0.0	unmapped
02071329	杂碎： 其他	杂碎： 其他	020713	鸡： / 块及杂碎，鲜或冷的	02	HS第02章	36				none	0.0	unmapped
02071411	块： 带骨的	块： 带骨的	020714	鸡： / 块及杂碎，冻的	02	HS第02章	37				none	0.0	unmapped
02071419	块： 其他	块： 其他	020714	鸡： / 块及杂碎，冻的	02	HS第02章	37				none	0.0	unmapped
02071421	杂碎： 翼（不包括翼尖）	杂碎： 翼（不包括翼尖）	020714	鸡： / 块及杂碎，冻的	02	HS第02章	37				none	0.0	unmapped
02071422	杂碎： 鸡爪	杂碎： 鸡爪	020714	鸡： / 块及杂碎，冻的	02	HS第02章	37				none	0.0	unmapped
02071429	杂碎： 其他	杂碎： 其他	020714	鸡： / 块及杂碎，冻的	02	HS第02章	38				none	0.0	unmapped
02072400	火鸡： 整只，鲜或冷的	火鸡： 整只，鲜或冷的	020724	火鸡： / 整只，鲜或冷的	02	HS第02章	38				none	0.0	unmapped
02072500	整只，冻的	整只，冻的	020725	火鸡： / 整只，冻的	02	HS第02章	38				none	0.0	unmapped
02072600	块及杂碎，鲜或冷的	块及杂碎，鲜或冷的	020726	火鸡： / 块及杂碎，鲜或冷的	02	HS第02章	38				none	0.0	unmapped
02072700	块及杂碎，冻的	块及杂碎，冻的	020727	火鸡： / 块及杂碎，冻的	02	HS第02章	38				none	0.0	unmapped
02074100	整只，鲜或冷的	整只，鲜或冷的	020741	鸭： / 整只，鲜或冷的	02	HS第02章	39				none	0.0	unmapped
02074200	整只，冻的	整只，冻的	020742	鸭： / 整只，冻的	02	HS第02章	39				none	0.0	unmapped
02074300	肥肝，鲜或冷的	肥肝，鲜或冷的	020743	鸭： / 肥肝，鲜或冷的	02	HS第02章	39				none	0.0	unmapped
02074400	其他，鲜或冷的	其他，鲜或冷的	020744	鸭： / 其他，鲜或冷的	02	HS第02章	39				none	0.0	unmapped
02074500	其他，冻的	其他，冻的	020745	鸭： / 其他，冻的	02	HS第02章	39				none	0.0	unmapped
02075100	鹅： 整只，鲜或冷的	鹅： 整只，鲜或冷的	020751	鹅： / 整只，鲜或冷的	02	HS第02章	39				none	0.0	unmapped
02075200	整只，冻的	整只，冻的	020752	鹅： / 整只，冻的	02	HS第02章	40				none	0.0	unmapped
02075300	肥肝，鲜或冷的	肥肝，鲜或冷的	020753	鹅： / 肥肝，鲜或冷的	02	HS第02章	40				none	0.0	unmapped
02075400	其他，鲜或冷的	其他，鲜或冷的	020754	鹅： / 其他，鲜或冷的	02	HS第02章	40				none	0.0	unmapped
02075500	其他，冻的	其他，冻的	020755	鹅： / 其他，冻的	02	HS第02章	40				none	0.0	unmapped
02076000	珍珠鸡	珍珠鸡	020760	珍珠鸡	02	HS第02章	40				none	0.0	unmapped
02081010	家兔或野兔的： 鲜、冷兔肉，兔头除外	家兔或野兔的： 鲜、冷兔肉，兔头除外	020810	家兔或野兔的	02	HS第02章	40				none	0.0	unmapped
02081020	冻兔肉，兔头除外	冻兔肉，兔头除外	020810	家兔或野兔的	02	HS第02章	41				none	0.0	unmapped
02081090	其他	其他	020810	家兔或野兔的	02	HS第02章	41				none	0.0	unmapped
02083000	灵长目的	灵长目的	020830	灵长目的	02	HS第02章	41				none	0.0	unmapped
02084000	鲸、海豚及鼠海豚（鲸目哺乳动 物）的；海牛及儒艮（海牛目哺 乳动物）的；海豹、海狮及海象 （鳍足亚目哺乳动物）的	鲸、海豚及鼠海豚（鲸目哺乳动 物）的；海牛及儒艮（海牛目哺 乳动物）的；海豹、海狮及海象 （鳍足亚目哺乳动物）的	020840	鲸、海豚及鼠海豚（鲸目哺乳动	02	HS第02章	41				none	0.0	unmapped
02085000	爬行动物（包括蛇及龟鳖）的	爬行动物（包括蛇及龟鳖）的	020850	爬行动物（包括蛇及龟鳖）的	02	HS第02章	41				none	0.0	unmapped
02086000	骆驼及其他骆驼科动物的	骆驼及其他骆驼科动物的	020860	骆驼及其他骆驼科动物的	02	HS第02章	41				none	0.0	unmapped
02089010	其他： 乳鸽的	其他： 乳鸽的	020890	其他	02	HS第02章	41				none	0.0	unmapped
02089090	其他	其他	020890	其他	02	HS第02章	42				none	0.0	unmapped
02091000	猪的	猪的	020910	猪的	02	HS第02章	42				none	0.0	unmapped
02099000	其他	其他	020990	其他	02	HS第02章	42				none	0.0	unmapped
02101110	猪肉： --带骨的前腿、后腿及其肉块： 带骨的腿	猪肉： --带骨的前腿、后腿及其肉块： 带骨的腿	021011	猪肉： / 带骨的前腿、后腿及其肉块	02	HS第02章	42				none	0.0	unmapped
02101190	其他	其他	021011	猪肉： / 带骨的前腿、后腿及其肉块	02	HS第02章	42				none	0.0	unmapped
02101200	腹肉（五花肉）	腹肉（五花肉）	021012	猪肉： / 腹肉（五花肉）	02	HS第02章	43				none	0.0	unmapped
02101900	其他	其他	021019	猪肉： / 其他	02	HS第02章	43				none	0.0	unmapped
02102000	牛肉	牛肉	021020	牛肉	02	HS第02章	43				none	0.0	unmapped
02109100	其他，包括可供食用的肉或杂碎 的细粉、粗粉： 灵长目的	其他，包括可供食用的肉或杂碎 的细粉、粗粉： 灵长目的	021091	其他，包括可供食用的肉或杂碎 的细粉、粗粉： / 灵长目的	02	HS第02章	43				none	0.0	unmapped
02109200	鲸、海豚及鼠海豚（鲸目哺乳动 物）的；海牛及儒艮（海牛目哺 乳动物）的；海豹、海狮及海象 （鳍足亚目哺乳动物）的	鲸、海豚及鼠海豚（鲸目哺乳动 物）的；海牛及儒艮（海牛目哺 乳动物）的；海豹、海狮及海象 （鳍足亚目哺乳动物）的	021092	其他，包括可供食用的肉或杂碎 的细粉、粗粉： / 鲸、海豚及鼠海豚（鲸目哺乳动	02	HS第02章	43				none	0.0	unmapped
02109300	爬行动物（包括蛇及龟鳖）的	爬行动物（包括蛇及龟鳖）的	021093	其他，包括可供食用的肉或杂碎 的细粉、粗粉： / 爬行动物（包括蛇及龟鳖）的	02	HS第02章	43				none	0.0	unmapped
02109900	其他	其他	021099	其他，包括可供食用的肉或杂碎 的细粉、粗粉： / 其他	02	HS第02章	43				none	0.0	unmapped
03011100	观赏鱼： 淡水鱼	观赏鱼： 淡水鱼	030111	观赏鱼： / 淡水鱼	03	HS第03章	44				none	0.0	unmapped
03011900	其他	其他	030119	观赏鱼： / 其他	03	HS第03章	44				none	0.0	unmapped
03019110	其他活鱼： --鳟鱼（河鳟、虹鳟、克拉克大麻 哈鱼、阿瓜大麻哈鱼、吉雨大麻 哈鱼、亚利桑那大麻哈鱼、金腹 大麻哈鱼）： 鱼苗	其他活鱼： --鳟鱼（河鳟、虹鳟、克拉克大麻 哈鱼、阿瓜大麻哈鱼、吉雨大麻 哈鱼、亚利桑那大麻哈鱼、金腹 大麻哈鱼）： 鱼苗	030191	其他活鱼： / 鳟鱼（河鳟、虹鳟、克拉克大麻 哈鱼、阿瓜大麻哈鱼、吉雨大麻 哈鱼、亚利桑那大麻哈鱼、金腹 大麻哈鱼）	03	HS第03章	44				none	0.0	unmapped
03019190	其他	其他	030191	其他活鱼： / 鳟鱼（河鳟、虹鳟、克拉克大麻 哈鱼、阿瓜大麻哈鱼、吉雨大麻 哈鱼、亚利桑那大麻哈鱼、金腹 大麻哈鱼）	03	HS第03章	44				none	0.0	unmapped
03019210	鱼苗	鱼苗	030192	其他活鱼： / 鳗鱼（鳗鲡属）	03	HS第03章	45				none	0.0	unmapped
03019290	其他	其他	030192	其他活鱼： / 鳗鱼（鳗鲡属）	03	HS第03章	45				none	0.0	unmapped
03019310	鲤科鱼（鲤属、鲫属、草鱼、鲢 属、鲮属、青鱼、卡特拉鲃、野 鲮属、哈氏纹唇鱼、何氏细须鲃、 鲂属）： 鱼苗	鲤科鱼（鲤属、鲫属、草鱼、鲢 属、鲮属、青鱼、卡特拉鲃、野 鲮属、哈氏纹唇鱼、何氏细须鲃、 鲂属）： 鱼苗	030193	其他活鱼： / 鲤科鱼（鲤属、鲫属、草鱼、鲢 属、鲮属、青鱼、卡特拉鲃、野 鲮属、哈氏纹唇鱼、何氏细须鲃、 鲂属）	03	HS第03章	45				none	0.0	unmapped
03019390	其他	其他	030193	其他活鱼： / 鲤科鱼（鲤属、鲫属、草鱼、鲢 属、鲮属、青鱼、卡特拉鲃、野 鲮属、哈氏纹唇鱼、何氏细须鲃、 鲂属）	03	HS第03章	45				none	0.0	unmapped
03019410	大西洋及太平洋蓝鳍金枪鱼： 鱼苗	大西洋及太平洋蓝鳍金枪鱼： 鱼苗	030194	其他活鱼： / 大西洋及太平洋蓝鳍金枪鱼	03	HS第03章	45				none	0.0	unmapped
03019491	其他： 大西洋蓝鳍金枪鱼	其他： 大西洋蓝鳍金枪鱼	030194	其他活鱼： / 大西洋及太平洋蓝鳍金枪鱼	03	HS第03章	45				none	0.0	unmapped
03019492	其他： 太平洋蓝鳍金枪鱼	其他： 太平洋蓝鳍金枪鱼	030194	其他活鱼： / 大西洋及太平洋蓝鳍金枪鱼	03	HS第03章	45				none	0.0	unmapped
03019510	鱼苗	鱼苗	030195	其他活鱼： / 南方蓝鳍金枪鱼	03	HS第03章	46				none	0.0	unmapped
03019590	其他	其他	030195	其他活鱼： / 南方蓝鳍金枪鱼	03	HS第03章	46				none	0.0	unmapped
03019911	其他： ---鱼苗： 鲈鱼	其他： ---鱼苗： 鲈鱼	030199	其他活鱼： / 其他	03	HS第03章	46				none	0.0	unmapped
03019912	鱼苗： 鲟鱼	鱼苗： 鲟鱼	030199	其他活鱼： / 其他	03	HS第03章	46				none	0.0	unmapped
03019919	鱼苗： 其他	鱼苗： 其他	030199	其他活鱼： / 其他	03	HS第03章	46				none	0.0	unmapped
03019991	其他： 罗非鱼	其他： 罗非鱼	030199	其他活鱼： / 其他	03	HS第03章	46				none	0.0	unmapped
03019992	其他： 鲀	其他： 鲀	030199	其他活鱼： / 其他	03	HS第03章	46				none	0.0	unmapped
03019993	其他： 其他鲤科鱼	其他： 其他鲤科鱼	030199	其他活鱼： / 其他	03	HS第03章	47				none	0.0	unmapped
03019999	其他： 其他	其他： 其他	030199	其他活鱼： / 其他	03	HS第03章	47				none	0.0	unmapped
03021100	鲑科鱼，但子目0302.91至 0302.99的可食用鱼杂碎除外： 鳟鱼（河鳟、虹鳟、克拉克大麻 哈鱼、阿瓜大麻哈鱼、吉雨大麻 哈鱼、亚利桑那大麻哈鱼、金腹 大麻哈鱼）	鲑科鱼，但子目0302.91至 0302.99的可食用鱼杂碎除外： 鳟鱼（河鳟、虹鳟、克拉克大麻 哈鱼、阿瓜大麻哈鱼、吉雨大麻 哈鱼、亚利桑那大麻哈鱼、金腹 大麻哈鱼）	030211	鲑科鱼，但子目0302.91至 0302.99的可食用鱼杂碎除外： / 鳟鱼（河鳟、虹鳟、克拉克大麻	03	HS第03章	47				none	0.0	unmapped
03021300	大麻哈鱼［红大麻哈鱼、细鳞大 麻哈鱼、大麻哈鱼（种）、大鳞大 麻哈鱼、银大麻哈鱼、马苏大麻 哈鱼、玫瑰大麻哈鱼］	大麻哈鱼［红大麻哈鱼、细鳞大 麻哈鱼、大麻哈鱼（种）、大鳞大 麻哈鱼、银大麻哈鱼、马苏大麻 哈鱼、玫瑰大麻哈鱼］	030213	鲑科鱼，但子目0302.91至 0302.99的可食用鱼杂碎除外： / 大麻哈鱼［红大麻哈鱼、细鳞大	03	HS第03章	47				none	0.0	unmapped
03021410	大西洋鲑鱼及多瑙哲罗鱼： 大西洋鲑鱼	大西洋鲑鱼及多瑙哲罗鱼： 大西洋鲑鱼	030214	鲑科鱼，但子目0302.91至 0302.99的可食用鱼杂碎除外： / 大西洋鲑鱼及多瑙哲罗鱼	03	HS第03章	47				none	0.0	unmapped
03021420	多瑙哲罗鱼	多瑙哲罗鱼	030214	鲑科鱼，但子目0302.91至 0302.99的可食用鱼杂碎除外： / 大西洋鲑鱼及多瑙哲罗鱼	03	HS第03章	47				none	0.0	unmapped
03021900	其他	其他	030219	鲑科鱼，但子目0302.91至 0302.99的可食用鱼杂碎除外： / 其他	03	HS第03章	48				none	0.0	unmapped
03022100	比目鱼（鲽科、鲆科、舌鳎科、 鳎科、菱鲆科、刺鲆科），但子目 0302.91至0302.99的可食用鱼杂 碎除外： 庸鲽鱼（马舌鲽、庸鲽、狭鳞庸 鲽）	比目鱼（鲽科、鲆科、舌鳎科、 鳎科、菱鲆科、刺鲆科），但子目 0302.91至0302.99的可食用鱼杂 碎除外： 庸鲽鱼（马舌鲽、庸鲽、狭鳞庸 鲽）	030221	比目鱼（鲽科、鲆科、舌鳎科、 鳎科、菱鲆科、刺鲆科），但子目 0302.91至0302.99的可食用鱼杂 碎除外： / 庸鲽鱼（马舌鲽、庸鲽、狭鳞庸	03	HS第03章	48				none	0.0	unmapped
03022200	鲽鱼（鲽）	鲽鱼（鲽）	030222	比目鱼（鲽科、鲆科、舌鳎科、 鳎科、菱鲆科、刺鲆科），但子目 0302.91至0302.99的可食用鱼杂 碎除外： / 鲽鱼（鲽）	03	HS第03章	48				none	0.0	unmapped
03022300	鳎鱼（鳎属）	鳎鱼（鳎属）	030223	比目鱼（鲽科、鲆科、舌鳎科、 鳎科、菱鲆科、刺鲆科），但子目 0302.91至0302.99的可食用鱼杂 碎除外： / 鳎鱼（鳎属）	03	HS第03章	48				none	0.0	unmapped
