type_id	top_group	material_family	standard_name	classification_key	definition	includes	excludes	governance_status	revision	source_hash	prompt_version	generator_model	reviewer_model	required_attribute_keys	sku_count	unsafe_reason
MT-A9DCE2483432	劳保防护	呼吸防护	口罩	劳保防护|呼吸防护|口罩	口罩 的标准物料类型；分类层级为 劳保防护 / 呼吸防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	72fec9700cd77526f3664e991d7b229db29b234dabebbc3cc567d40557ece261	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,layer_count,包装数量	3	高风险分类:劳保防护
MT-86E00E488E42	劳保防护	呼吸防护	防尘面罩	劳保防护|呼吸防护|防尘面罩	防尘面罩 的标准物料类型；分类层级为 劳保防护 / 呼吸防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	98fb955e4456b55121dbe4f0a49230949800ef7d5fe3d41e283b38f986ed0101	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,brand,类型	1	高风险分类:劳保防护
MT-00FB6BF0EEE6	劳保防护	呼吸防护	防尘面罩滤芯	劳保防护|呼吸防护|防尘面罩滤芯	防尘面罩滤芯 的标准物料类型；分类层级为 劳保防护 / 呼吸防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	f307aa56e316f612602fa9a06bb7c9a63b0d318bb4e30f9ecdf31c17a7dd2de9	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,brand,包装数量,适配品牌,适配类型	1	高风险分类:劳保防护
MT-EE4ABDB0A7F6	劳保防护	安全带/安全绳	五点式安全带	劳保防护|安全带/安全绳|五点式安全带	五点式安全带 的标准物料类型；分类层级为 劳保防护 / 安全带/安全绳。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	210656eac9ae0766aa7d4febcaef14674e3c379f16989e03691d0d94982c2388	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	承重,挂钩,款式,类型,缓冲	4	高风险分类:劳保防护；安全/压力/化学相关物料
MT-4F78822ABABC	劳保防护	安全带/安全绳	安全绳	劳保防护|安全带/安全绳|安全绳	安全绳 的标准物料类型；分类层级为 劳保防护 / 安全带/安全绳。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	5072a604c662212d1a80a9680b4957c6ac9951bc775ce5f23e2baefdcf7c246d	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	length,diameter,material,承重,挂钩,类型	6	高风险分类:劳保防护；安全/压力/化学相关物料
MT-89717F4D947D	劳保防护	安全带/安全绳	防坠器	劳保防护|安全带/安全绳|防坠器	防坠器 的标准物料类型；分类层级为 劳保防护 / 安全带/安全绳。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	b7bf1b9ea40f5b1047545008895e98df13c5be7e28dc01b7b13bab9a89f79894	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,material,承重,锁具	1	高风险分类:劳保防护；安全/压力/化学相关物料
MT-6D09B377701E	劳保防护	安全帽/头部防护	安全帽配件	劳保防护|安全帽/头部防护|安全帽配件	安全帽配件 的标准物料类型；分类层级为 劳保防护 / 安全帽/头部防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	46f9150610845f119a0f0561dad2132174d3fd8b4b2ed12e7092e2a61e40dd69	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,color,类型	1	高风险分类:劳保防护
MT-DE02CACB686F	劳保防护	安全帽/头部防护	草帽	劳保防护|安全帽/头部防护|草帽	草帽 的标准物料类型；分类层级为 劳保防护 / 安全帽/头部防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	52b1ad295abaab83089ba6fbe68fa0eaa34e4bc9910ec02a650e4ad9193b281e	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,头围	1	高风险分类:劳保防护
MT-C83489A43472	劳保防护	急救用品	创可贴	劳保防护|急救用品|创可贴	创可贴 的标准物料类型；分类层级为 劳保防护 / 急救用品。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	0140f07a0fccd54f371e73a4716bc713578eee68f73e1dacafeac0b5a1f6cb76	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,包装数量	1	高风险分类:劳保防护
MT-41E4A4D4AFD8	劳保防护	急救用品	医用绷带	劳保防护|急救用品|医用绷带	医用绷带 的标准物料类型；分类层级为 劳保防护 / 急救用品。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	cbca137e5c7d1aea1e4cb2b06b32e7bfc70e706580d1027ecb11e546cea29031	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,width,material	1	高风险分类:劳保防护
MT-CC06F9AEC06D	劳保防护	急救用品	医用胶带	劳保防护|急救用品|医用胶带	医用胶带 的标准物料类型；分类层级为 劳保防护 / 急救用品。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	bd349331271f0579cade1847a9e8b6e3d8a6909f68b8eb12672399ee2f462172	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,width,material	1	高风险分类:劳保防护
MT-5492BDAC8061	劳保防护	急救用品	电子血压计	劳保防护|急救用品|电子血压计	电子血压计 的标准物料类型；分类层级为 劳保防护 / 急救用品。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	89473da40c537f1b8d9315d483f1a47b554bddd23ad0842db358e863cad82373	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	brand,显示方式,测量部位,电源	1	高风险分类:劳保防护
MT-DBF672DCB4A7	劳保防护	急救用品	碘伏	劳保防护|急救用品|碘伏	碘伏 的标准物料类型；分类层级为 劳保防护 / 急救用品。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	63f152d4d656e36ce53c8f29187098aa3f49d5d8ab0133e26b031e631d70d88c	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,capacity,package_specification,浓度	1	高风险分类:劳保防护
MT-0311ABAE51A5	劳保防护	急救用品	红花油	劳保防护|急救用品|红花油	红花油 的标准物料类型；分类层级为 劳保防护 / 急救用品。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	0686af280ad9c35343b59ca23d23c66b617ca2cf4cb215065ac3f76dedeec180	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,capacity,package_specification	1	高风险分类:劳保防护
MT-9FEA51EF86CA	劳保防护	急救用品	纱布	劳保防护|急救用品|纱布	纱布 的标准物料类型；分类层级为 劳保防护 / 急救用品。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	8ac5c933a5c34b8fc12744b75d75bc3181f1becec5958661588527e5a436e9a2	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size,package_specification	1	高风险分类:劳保防护
MT-A6481AC7E3DF	劳保防护	手套	手套	劳保防护|手套|手套	手套 的标准物料类型；分类层级为 劳保防护 / 手套。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	c4b14dd043e76591128480a7d9ea31e4143691ace7654e0f6cd14184f06e4d7f	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	length,thickness,material,color,process,layer_count,加厚,类型	14	高风险分类:劳保防护
MT-D71F5D1CC8E5	劳保防护	手套	焊工手套	劳保防护|手套|焊工手套	焊工手套 的标准物料类型；分类层级为 劳保防护 / 手套。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	db413ee30a19aee6d3143e471da03da2a0283dce1437e812f15a355478595016	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,material,特征,类型	3	高风险分类:劳保防护
MT-A284F23B896D	劳保防护	眼面防护	焊工眼镜	劳保防护|眼面防护|焊工眼镜	焊工眼镜 的标准物料类型；分类层级为 劳保防护 / 眼面防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	863c2510153e0df7d934dd90409b243c883bbbcc05d0536f406a8ca9d3afa629	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	类型,遮光等级,镜框,镜片颜色	2	高风险分类:劳保防护
MT-14037C946BF7	劳保防护	眼面防护	焊接面罩	劳保防护|眼面防护|焊接面罩	焊接面罩 的标准物料类型；分类层级为 劳保防护 / 眼面防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	6b8d7b635ce1d02a1ee171620edd3cda3d4564e3138a49513ba2714be51c4c47	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,类型,遮光片	3	高风险分类:劳保防护
MT-2F9B1A6891FB	劳保防护	眼面防护	焊罩镜片	劳保防护|眼面防护|焊罩镜片	焊罩镜片 的标准物料类型；分类层级为 劳保防护 / 眼面防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	a321f88a19a5c57874813ecc37d823ef7bc367fadbec9fc2e97243e29b22e4d3	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,color,包装数量	2	高风险分类:劳保防护
MT-9266F9EAA9BD	劳保防护	眼面防护	防护眼镜	劳保防护|眼面防护|防护眼镜	防护眼镜 的标准物料类型；分类层级为 劳保防护 / 眼面防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	a79d912215e4c943d9a44c427fa9f6fd3e90303eac86c3752577f4275eb88e65	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	color,类型,镜框,镜片,镜片类型	6	高风险分类:劳保防护
MT-C2F752EC5808	劳保防护	足部防护	劳保鞋	劳保防护|足部防护|劳保鞋	劳保鞋 的标准物料类型；分类层级为 劳保防护 / 足部防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	433614d4a85681e3312ad79df8a678d357587c085bff94c14ad66913d305af3f	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	protection_rating,尺码,帮高	1	高风险分类:劳保防护
MT-1749C009EF50	劳保防护	足部防护	雨鞋	劳保防护|足部防护|雨鞋	雨鞋 的标准物料类型；分类层级为 劳保防护 / 足部防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	0175cd356607a129da6bbeec71e3ec5ba993a40647d9c7d9559e28ee6d6f0a65	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,brand,尺码,特征,筒高	4	高风险分类:劳保防护
MT-A4D9584C44CE	劳保防护	足部防护	鞋垫	劳保防护|足部防护|鞋垫	鞋垫 的标准物料类型；分类层级为 劳保防护 / 足部防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	0208c69d440c934e874838c51653727b95a27f4c59e59f6fd4032d26f022fce5	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,规格/尺码	1	高风险分类:劳保防护
MT-17699DF79C18	劳保防护	身体防护	下水裤	劳保防护|身体防护|下水裤	下水裤 的标准物料类型；分类层级为 劳保防护 / 身体防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	ca32e068b669f7ca427aaa2a47640e08d49d225d0e864ede50eba9874186bb26	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,尺码	1	高风险分类:劳保防护
MT-E14525C86C5A	劳保防护	身体防护	救生衣	劳保防护|身体防护|救生衣	救生衣 的标准物料类型；分类层级为 劳保防护 / 身体防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	2e4a1096f85c978bd972648932f49c59472415998755add4e543f607e1d9e445	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	尺码,浮力等级	1	高风险分类:劳保防护
MT-83CD49BCE40D	劳保防护	身体防护	防护服	劳保防护|身体防护|防护服	防护服 的标准物料类型；分类层级为 劳保防护 / 身体防护。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	513c1bc174902b34ba1ca587bd4f073b2d51141810e4241518d3afc37d90950a	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	款式,特征	1	高风险分类:劳保防护
MT-94107E95E202	劳保防护	雨具	雨衣	劳保防护|雨具|雨衣	雨衣 的标准物料类型；分类层级为 劳保防护 / 雨具。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	c7a4f433af70331d4884445111f378ef88674712ba519dd884988384f9473a0a	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	套装,特征,类型	4	高风险分类:劳保防护
MT-FC585B40FE27	包装覆盖周转	包装袋/吨袋	吨袋	包装覆盖周转|包装袋/吨袋|吨袋	吨袋 的标准物料类型；分类层级为 包装覆盖周转 / 包装袋/吨袋。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	bed87a77b0f9df25e27c2b7dff06952d2a224d165ce2372ee9f4eae273bee66c	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,结构,载重	3	
MT-E3BD97B7E30D	包装覆盖周转	包装袋/吨袋	编织袋	包装覆盖周转|包装袋/吨袋|编织袋	编织袋 的标准物料类型；分类层级为 包装覆盖周转 / 包装袋/吨袋。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	5dbf1607f186618736169f0171408003edb45c923221578d7ee41af449da4f9b	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size	4	
MT-132D7AD2E394	包装覆盖周转	包装袋/吨袋	自封袋	包装覆盖周转|包装袋/吨袋|自封袋	自封袋 的标准物料类型；分类层级为 包装覆盖周转 / 包装袋/吨袋。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	f5d79c9850821ccfb14223f15b1a1924fc6953aec0618cfee68c64d527921ee2	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification	1	
MT-8AF8EC1088F7	包装覆盖周转	包装袋/吨袋	马夹袋	包装覆盖周转|包装袋/吨袋|马夹袋	马夹袋 的标准物料类型；分类层级为 包装覆盖周转 / 包装袋/吨袋。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	89623fd4b7462a7a817878c2fec44370a8b202f24ba9a7b271535459404fcf69	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size,thickness,material	1	
MT-0FFB09632DD2	包装覆盖周转	包装袋/吨袋	麻袋	包装覆盖周转|包装袋/吨袋|麻袋	麻袋 的标准物料类型；分类层级为 包装覆盖周转 / 包装袋/吨袋。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	5dae7d66060437be4c06e2167081385b5a405e23242c1832809d2073b9e60da7	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size	2	
MT-CEE6FBE09FD9	包装覆盖周转	容器周转箱	周转箱	包装覆盖周转|容器周转箱|周转箱	周转箱 的标准物料类型；分类层级为 包装覆盖周转 / 容器周转箱。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	860973ff58252a2270c3b44b3beb5743dee3709306a27703d86351452ed02062	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material,是否带盖,特征	3	
MT-88BBC19A8F0B	包装覆盖周转	容器周转箱	收纳箱	包装覆盖周转|容器周转箱|收纳箱	收纳箱 的标准物料类型；分类层级为 包装覆盖周转 / 容器周转箱。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	74031fe6bb74d97be23aedb25f4f29b16a9410379f81937ff23a6194dd08b9e5	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size,capacity,带盖,颜色/透明度	4	
MT-A7D41456C8F0	包装覆盖周转	容器周转箱	方桶	包装覆盖周转|容器周转箱|方桶	方桶 的标准物料类型；分类层级为 包装覆盖周转 / 容器周转箱。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	71d1b451954e2a25f3e660dbff34c0197e00e16434aa069e2590f8448d2f487f	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,capacity,配置	1	
MT-6440E1A47D19	包装覆盖周转	容器周转箱	水桶	包装覆盖周转|容器周转箱|水桶	水桶 的标准物料类型；分类层级为 包装覆盖周转 / 容器周转箱。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	b33de2baf71a5328d7cfa6d0c9f54ad3c1eb1eea54baf4f1da27dd564de60e8e	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,capacity,配置	2	
MT-DC18568574DE	包装覆盖周转	容器周转箱	汽油桶	包装覆盖周转|容器周转箱|汽油桶	汽油桶 的标准物料类型；分类层级为 包装覆盖周转 / 容器周转箱。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	d7961bad0f67e0a5933ecd58bdc831c2e0dec9fde945fd888dc1e13085b9c9af	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,capacity	1	
MT-E7281724DFED	包装覆盖周转	容器周转箱	泥桶	包装覆盖周转|容器周转箱|泥桶	泥桶 的标准物料类型；分类层级为 包装覆盖周转 / 容器周转箱。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	35cc20c25e157689b49a4f01fbfd269b1e5446e9cbc0dbd285a825f29a37b470	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,capacity	1	
MT-A502E66FD7E7	包装覆盖周转	容器周转箱	灰斗	包装覆盖周转|容器周转箱|灰斗	灰斗 的标准物料类型；分类层级为 包装覆盖周转 / 容器周转箱。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	bb9523053dd4d86ba39bd63e2a35bd1407465ba6003e1b734192715c83b516c9	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material	1	
MT-F909CA530936	包装覆盖周转	容器周转箱	纸箱	包装覆盖周转|容器周转箱|纸箱	纸箱 的标准物料类型；分类层级为 包装覆盖周转 / 容器周转箱。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	ce7f42828644906e6c4b4f56ec190d625bcb980aecae3c793a2d4154fafca1a8	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size	1	
MT-23E1F38FCE06	包装覆盖周转	胶带标签	不干胶标签	包装覆盖周转|胶带标签|不干胶标签	不干胶标签 的标准物料类型；分类层级为 包装覆盖周转 / 胶带标签。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	6939d4714db5abd95340055b4c300a74d74f943182eef8ba4bd4da494e69e9ed	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size,material,每卷张数	2	
MT-AF3FB9BF0C16	包装覆盖周转	胶带标签	双面胶带	包装覆盖周转|胶带标签|双面胶带	双面胶带 的标准物料类型；分类层级为 包装覆盖周转 / 胶带标签。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	b1b27a6baec77f63a60fe982cbaf34815b038cf4c983b9489f279533a8b98906	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,width,thickness,brand,基材	4	
MT-9794F808E59A	包装覆盖周转	胶带标签	封箱胶带	包装覆盖周转|胶带标签|封箱胶带	封箱胶带 的标准物料类型；分类层级为 包装覆盖周转 / 胶带标签。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	54137762429f07692f59cc8da49713e59c24bdc76e4e228ad9de25d1e1560c9e	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,width,color,brand	2	
MT-3DF378F8D37E	包装覆盖周转	胶带标签	碳带	包装覆盖周转|胶带标签|碳带	碳带 的标准物料类型；分类层级为 包装覆盖周转 / 胶带标签。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	f40ea7365828c92de879399893c212a34970d99cd1156b5572675e0e26fc8b8c	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,width,material	1	
MT-82641D9F5721	包装覆盖周转	胶带标签	美纹纸胶带	包装覆盖周转|胶带标签|美纹纸胶带	美纹纸胶带 的标准物料类型；分类层级为 包装覆盖周转 / 胶带标签。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	2b53d1ec01136d18a94b36c1aa6ef65dc5aae3b0c5dc3cb6704ea086f3aedf23	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,width,color	1	
MT-A13BA37E8DA1	包装覆盖周转	覆盖材料	保鲜膜	包装覆盖周转|覆盖材料|保鲜膜	保鲜膜 的标准物料类型；分类层级为 包装覆盖周转 / 覆盖材料。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	414de598632f10ca7c8e9e90c50e75047dd3f26bf2c08d88cb60785243e0caf1	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,width,特征	1	
MT-8461F4A2048C	包装覆盖周转	覆盖材料	彩条布	包装覆盖周转|覆盖材料|彩条布	彩条布 的标准物料类型；分类层级为 包装覆盖周转 / 覆盖材料。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	c24f7f777776ae021fd7d3dc538537eaa9850b9b20f3d299856c54ce16bdd235	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	length,width,color	3	
MT-425C20A7C6C7	包装覆盖周转	覆盖材料	气泡膜	包装覆盖周转|覆盖材料|气泡膜	气泡膜 的标准物料类型；分类层级为 包装覆盖周转 / 覆盖材料。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	ec17828bec497c935489157dee1fd0d3f28178067d58a05f73694e88e43724ec	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,width,thickness	1	
MT-7B31CD5FF3F7	包装覆盖周转	覆盖材料	油布	包装覆盖周转|覆盖材料|油布	油布 的标准物料类型；分类层级为 包装覆盖周转 / 覆盖材料。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	069cd69aa7417ec3eb9b51c51c5c6cb5e62cd074bbf425718c883eac1b6a2b12	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,特征	9	
MT-768BB7DA1C09	包装覆盖周转	覆盖材料	玻璃纸	包装覆盖周转|覆盖材料|玻璃纸	玻璃纸 的标准物料类型；分类层级为 包装覆盖周转 / 覆盖材料。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	34483d6a75f81456f37c11ea312d27ed5469fbdd334cdd3607e8b32c0d387681	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,width,thickness	1	
MT-1AE19244679F	包装覆盖周转	覆盖材料	缠绕膜	包装覆盖周转|覆盖材料|缠绕膜	缠绕膜 的标准物料类型；分类层级为 包装覆盖周转 / 覆盖材料。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	b50382be315cd3ea24fc42e9ccd2284233c82c309aad7fcc7215e3723f0c1152	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,width,color,包装重量	1	
