type_id	top_group	material_family	standard_name	classification_key	definition	includes	excludes	governance_status	revision	source_hash	prompt_version	generator_model	reviewer_model	required_attribute_keys	sku_count	unsafe_reason
MT-7E89AF39C876	安全消防	消防管件	消防枪头接头套件	安全消防|消防管件|消防枪头接头套件	消防枪头接头套件 的标准物料类型；分类层级为 安全消防 / 消防管件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	3fa2b2de4145d5405de6a46a5e633e66b48846e9fe11b477aa8711d42bb747df	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,包含	2	高风险分类:安全消防
MT-8581CE44DCF8	安全消防	消防管件	消防水带	安全消防|消防管件|消防水带	消防水带 的标准物料类型；分类层级为 安全消防 / 消防管件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	e6f57101f2004e4c90046385881dc330d640091c2f459fa6c93b78242ea34426	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,nominal_diameter,length,material,pressure,接口,特性	6	高风险分类:安全消防
MT-B133E6BA9167	安全消防	消防管件	蝶阀	安全消防|消防管件|蝶阀	蝶阀 的标准物料类型；分类层级为 安全消防 / 消防管件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	1848f3251fdba912fd670d7a6f7929e8fb1d98eadca49a5b3415c33e14361d95	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,nominal_diameter,material,connection_type,pressure,特征	1	高风险分类:安全消防
MT-445714EAB465	安全消防	消防管件	阀门	安全消防|消防管件|阀门	阀门 的标准物料类型；分类层级为 安全消防 / 消防管件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	2064f77236ad51a5e856cdf615c98696f98962539b7a79716daba7dda0851d3f	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,nominal_diameter,material,connection_type,压力等级	1	高风险分类:安全消防
MT-FABEA3D2B974	定制加工件	定制板牌件	冲孔板件	定制加工件|定制板牌件|冲孔板件	冲孔板件 的标准物料类型；分类层级为 定制加工件 / 定制板牌件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	af165de271837e6e89e6d003644878597cc960dbb6d42eb703f7d5207c5b6f87	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material,加工	1	
MT-29C7FAF65CEA	定制加工件	定制板牌件	喷涂模板	定制加工件|定制板牌件|喷涂模板	喷涂模板 的标准物料类型；分类层级为 定制加工件 / 定制板牌件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	8a15dff5760f10373195e5aab91df362fcc87788502f03a7defca83f23fb8f0e	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,字符,字高,类型	1	
MT-C2AD295AD40D	定制加工件	定制板牌件	板件	定制加工件|定制板牌件|板件	板件 的标准物料类型；分类层级为 定制加工件 / 定制板牌件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	25df9139619c989e68052a7d1e6c54151eb5231eec8b4991390bf58a254e4035	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size,material,加工	3	
MT-C3E9520C6BD9	定制加工件	定制板牌件	标识字牌	定制加工件|定制板牌件|标识字牌	标识字牌 的标准物料类型；分类层级为 定制加工件 / 定制板牌件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	6c15e64e7de1166f0e18d684aab56d2cf3cbc4c037058dea778a63c22a7f4636	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,process,字符,字符范围	2	
MT-EC01D2799FF5	定制加工件	定制板牌件	标识牌	定制加工件|定制板牌件|标识牌	标识牌 的标准物料类型；分类层级为 定制加工件 / 定制板牌件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	78192be8c983f01fcb4fd4908129ea4f585dc0f335bfdb03ebfc535444b4a00f	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size,material,标识内容类型	3	
MT-4FA91D05B2F4	定制加工件	定制板牌件	标识贴	定制加工件|定制板牌件|标识贴	标识贴 的标准物料类型；分类层级为 定制加工件 / 定制板牌件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	6ee5c11b3cd499eba34c5399fb857d0d47952b9d7e4d56ebe07a7d32cfbba45a	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material	1	
MT-F36FCA0EB2C9	定制加工件	定制板牌件	铭牌	定制加工件|定制板牌件|铭牌	铭牌 的标准物料类型；分类层级为 定制加工件 / 定制板牌件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	931d682e136b868f54d43caf7ecadd184bee36e144e69629193ce3e7d7968291	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material	6	
MT-D8E0610550CB	定制加工件	定制橡胶件	异形垫片	定制加工件|定制橡胶件|异形垫片	异形垫片 的标准物料类型；分类层级为 定制加工件 / 定制橡胶件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	72865ffa791f202f8d3a16e1381df17a5eef9a6ec7bb69e837f98f505e7e3329	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size,material	1	
MT-B63FEC174E4F	定制加工件	定制橡胶件	橡胶加工件	定制加工件|定制橡胶件|橡胶加工件	橡胶加工件 的标准物料类型；分类层级为 定制加工件 / 定制橡胶件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	9208d9b9437f11f39f5889ff441f36329f156234daa8a3c250a89a47ed4f5f41	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,截面,计价单位	1	
MT-B808D0AAB21B	定制加工件	定制橡胶件	橡胶垫块	定制加工件|定制橡胶件|橡胶垫块	橡胶垫块 的标准物料类型；分类层级为 定制加工件 / 定制橡胶件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	2e30da8fb4b6083d8850639f9c511c3d56b31743c890e39f31aa73b81115b55a	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size,material	2	
MT-63B368CD82FF	定制加工件	定制橡胶件	橡胶支座	定制加工件|定制橡胶件|橡胶支座	橡胶支座 的标准物料类型；分类层级为 定制加工件 / 定制橡胶件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	needs_review	1	3fb0a06d3838f9f487af73b502b8a232ad3d2eb44a5b0dac5f767e7945def35e	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material	1	
MT-CEA5568592EC	定制加工件	定制管路件	三通抱箍加工件	定制加工件|定制管路件|三通抱箍加工件	三通抱箍加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	ec131edf8350a3b099dc640f078137a9fe0e96c396882a0d1fa205c35d77de05	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	length,material,特征	1	
MT-ACCE60680575	定制加工件	定制管路件	卡扣加工件	定制加工件|定制管路件|卡扣加工件	卡扣加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	514826501b0d395c3cd631854d1872c16b1190d01bbc4a876ea5b7117e95b1ed	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,nominal_diameter,material,connection_type	2	
MT-A2DB8A33A1D3	定制加工件	定制管路件	卡槽加工件	定制加工件|定制管路件|卡槽加工件	卡槽加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	2f98fdf8fabc24f99bad16177c9f68134a6f0c0b7203e39b7f87a25b5709fa6c	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,nominal_diameter,material,特征	1	
MT-F491E95C3AFE	定制加工件	定制管路件	卡槽接头加工件	定制加工件|定制管路件|卡槽接头加工件	卡槽接头加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	2a5697a28507916406aa0bb4050d39ac2d2e27e9512db4f819732421fc57995f	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,nominal_diameter,material,connection_type	1	
MT-8FE334A8A8D6	定制加工件	定制管路件	卡箍加工件	定制加工件|定制管路件|卡箍加工件	卡箍加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	e307774ce905e3435b9f934d6f36ccb2c991049e2f791b2274662d4c3ab885c9	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,nominal_diameter,material,特征,连接	3	
MT-DCB0D97F7215	定制加工件	定制管路件	卡箍接头加工件	定制加工件|定制管路件|卡箍接头加工件	卡箍接头加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	9ed4cdf6f07154f632c755298bce77dca11acd015b4b5c8adc7dd236ea3b65bb	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,nominal_diameter,material,特征,连接	4	
MT-8F98EEEA01A0	定制加工件	定制管路件	变径接头加工件	定制加工件|定制管路件|变径接头加工件	变径接头加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	aaecc1968cc714f9e7e78e03e95e74582ed5b55cb5511f842b014b0e75bedb6e	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,压力/工况,类型,连接	3	
MT-81350E438ECD	定制加工件	定制管路件	四方接头加工件	定制加工件|定制管路件|四方接头加工件	四方接头加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	3ed7913ea73ce1848e883531b99fa32843feea431855ebd0934f30b18d3f1e5b	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,类型	1	
MT-A5FC75183701	定制加工件	定制管路件	弯头加工件	定制加工件|定制管路件|弯头加工件	弯头加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	8f0607dc00d011113a581b900fdaa90a0d999d0dd9da9a06d882c6d27233a4a3	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,nominal_diameter,material,压力等级,特征,结构,连接,适用设备	18	
MT-746DAE0E6F49	定制加工件	定制管路件	抱箍接头加工件	定制加工件|定制管路件|抱箍接头加工件	抱箍接头加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	e8591c74a7a83b83683d8036cf93dab45aa7bc7e35cdb5b2c55b911ebed9f14a	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,connection_type,特征	1	
MT-7F8F1F3B4EA2	定制加工件	定制管路件	接头加工件	定制加工件|定制管路件|接头加工件	接头加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	94493309c1c891b217d6d0f3a1f100a8919c10956cce08e74026ea95f1623a03	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,connection_type,压力等级,接口类型,特征	10	
MT-4D01CFA721F9	定制加工件	定制管路件	气源分配器	定制加工件|定制管路件|气源分配器	气源分配器 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	88003c15beaa861966504970fe8c50ee534b308f7a7fb9b2f43f62ad33ec0f91	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,接口尺寸,类型,路数	2	
MT-ED1C74268F31	定制加工件	定制管路件	直角接头加工件	定制加工件|定制管路件|直角接头加工件	直角接头加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	5b2fee5f2344af332fd23c855f7f15e007197439de5a93b95dff01ece3160f1b	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,变径	1	
MT-34EC6C6B77DF	定制加工件	定制管路件	管加工件	定制加工件|定制管路件|管加工件	管加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	612e63ab8df13748f8757e94a828526500c77753dc1d448bc7924f4957bdfddf	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,material,公称口径,加工内容,壁厚,接口	9	
MT-F4EB3852B2DF	定制加工件	定制管路件	管卡箍组件	定制加工件|定制管路件|管卡箍组件	管卡箍组件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	e44e857ba9c1596fd4f325278bbb389cf87c67f2e9b2bbb7cb28a28db82878f2	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,material,公称口径,包含	1	
MT-3E51C2439573	定制加工件	定制管路件	管接头加工件	定制加工件|定制管路件|管接头加工件	管接头加工件 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	2d877b106b83c60425dc00cb614165f52b378d902d76498d382594ceecea3c58	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,connection_type,管径	2	
MT-78B1CC347368	定制加工件	定制管路件	风筒	定制加工件|定制管路件|风筒	风筒 的标准物料类型；分类层级为 定制加工件 / 定制管路件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	19e4585c590f5abc26c1640267f494bb0102e746e7c7cecd9a9f4fe851a0f2db	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	length,diameter,material,特征	2	
MT-899ABC76D991	定制加工件	定制结构件	垫木	定制加工件|定制结构件|垫木	垫木 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	f464eeb693d63f2bac42f67e70cc8387cfc09c959dbe8187bdd586c4f0b5c330	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size,length,material,截面	2	
MT-8C1130861121	定制加工件	定制结构件	夹板	定制加工件|定制结构件|夹板	夹板 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	611221c1e9b7b19caa837092d066945a973b06ad991c3fa81082bbc4405fd45b	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,size,material	1	
MT-23F07D49D003	定制加工件	定制结构件	抱箍	定制加工件|定制结构件|抱箍	抱箍 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	4b23d96bba08ae37b96e7d67490624bf68e7a58113f1f5fdb75b32d767d119ca	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,加工,适用管径	4	
MT-037C862AA707	定制加工件	定制结构件	排烟罩	定制加工件|定制结构件|排烟罩	排烟罩 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	168f985e1a1588186b1b085d6bd05000175125a3d8d7068ec30211d02a4fc2f4	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material,定制	1	
MT-BFC1A2F03181	定制加工件	定制结构件	控制箱	定制加工件|定制结构件|控制箱	控制箱 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	1e3e31a6ca67bae4c593ef7e03f6db1116e5eac748395606c1123bc59ede574e	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material,定制	1	
MT-439A9C6AE5D2	定制加工件	定制结构件	方柱	定制加工件|定制结构件|方柱	方柱 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	146abd9d27b60c823302164fb6f89d57c01a81ff7709f4ae52046ea2fcff1e48	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,material,截面	2	
MT-562E89D1341E	定制加工件	定制结构件	焊接件	定制加工件|定制结构件|焊接件	焊接件 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	cc154f0446bbf76d10c54c6e86c7cabe2e8b47578ab5d25a74dbe74626da9a04	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material,定制	1	
MT-E86FE8106655	定制加工件	定制结构件	电箱罩	定制加工件|定制结构件|电箱罩	电箱罩 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	457cdbc651e04c101042def50427e3e4dd4e77671b0f0b457f512a63b2570cb5	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material,特征	2	
MT-05713E5AD984	定制加工件	定制结构件	窗	定制加工件|定制结构件|窗	窗 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	cff06e4a23fb086ac33cbde82b03f2bfed8626a0e725e9c12180f936bc13f75d	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material,定制	1	
MT-29D08ED807AB	定制加工件	定制结构件	窗护栏	定制加工件|定制结构件|窗护栏	窗护栏 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	8af2ce054c271bf776747fbad0b16ab2ca69dd1d94c2d73429cf969760b848e8	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material,定制	1	
MT-323B62688DCB	定制加工件	定制结构件	管夹	定制加工件|定制结构件|管夹	管夹 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	0a030d27bb5d58f9ae81e97a7ff5f0936c9255201309567dfc9a932551cabae3	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,加工,类型,联数,适用管径	2	
MT-C6F625324039	定制加工件	定制结构件	箱体	定制加工件|定制结构件|箱体	箱体 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	86a12efe0ebab11e71430791b8109a1258337ee0b0d8feaae4784a07ef97568f	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,capacity,定制	1	
MT-C12BD19F5A9E	定制加工件	定制结构件	角钢	定制加工件|定制结构件|角钢	角钢 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	e5339b5aae5ccd75a1557aa00c600e68bdeb139dac0e38463da91a6a086eaa12	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,material	1	
MT-04D63F71DC52	定制加工件	定制结构件	钢圈	定制加工件|定制结构件|钢圈	钢圈 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	857b7590d35492c62827a3127d17b5fdf01b96934643284aad49f05246dab660	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,material,规格/尺寸	2	
MT-6FBBE93D9906	定制加工件	定制结构件	钢格板	定制加工件|定制结构件|钢格板	钢格板 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	2d6cab9b504dc3206e7d7cc301ce2c6c15d09753ae386c8d0bf62a1165f40663	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	length,width,material	1	
MT-65996994E427	定制加工件	定制结构件	钢筋加工件	定制加工件|定制结构件|钢筋加工件	钢筋加工件 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	7c207354a1401cd4587a0efdbbce41e9e7870c3d75e2f6198e475ecfe5d4fbd9	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	length,钢筋类型,钢筋规格	5	
MT-EB8799A928ED	定制加工件	定制结构件	钢筋箍	定制加工件|定制结构件|钢筋箍	钢筋箍 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	5e51289ed6a6aa80ac2164eb170f6525341046d6b539402b8ed638b57e0b20f8	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,形状,边长,钢筋规格	1	
MT-7F804FFA03EB	定制加工件	定制结构件	防护罩	定制加工件|定制结构件|防护罩	防护罩 的标准物料类型；分类层级为 定制加工件 / 定制结构件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	b9c2e571f4ffeccbbffa4cc0170915cb966f02bdcdad9dec365e768caa4afb68	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material	1	
MT-D948C6FDD5DC	定制加工件	设备定制配件	刮泥板	定制加工件|设备定制配件|刮泥板	刮泥板 的标准物料类型；分类层级为 定制加工件 / 设备定制配件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	837aa82b695118b696c1ed09b6795edb7eb24c12f56dfc90bedf174b0c992eb9	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	width,material	1	
MT-9B78968E47D2	定制加工件	设备定制配件	后备套夹子	定制加工件|设备定制配件|后备套夹子	后备套夹子 的标准物料类型；分类层级为 定制加工件 / 设备定制配件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	dcc865cd804d9fd19d97172f47eb2d11a717bf2be16aa12b09510a4fadb251ad	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	material,类型	1	
MT-FD21BC5B81B5	定制加工件	设备定制配件	拉杆销子	定制加工件|设备定制配件|拉杆销子	拉杆销子 的标准物料类型；分类层级为 定制加工件 / 设备定制配件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	0133ffe138c014ec313a9808411350f45fb7a649998f0bedb4f155f359433767	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	specification,length,diameter,material	1	
MT-C3A594CEFC5B	定制加工件	设备定制配件	推进泵吸轮	定制加工件|设备定制配件|推进泵吸轮	推进泵吸轮 的标准物料类型；分类层级为 定制加工件 / 设备定制配件。	来源发布 SKU 的标准名称归一化结果；原始名称保留在 aliases/source_item_name。	品牌、型号、规格、强度、包装等 SKU 属性不得新建为分类。	frozen	1	49e8fb996f9d7d3a14b65905b1332f9b875159fc746e7b79ec4f29632b642479	material-entry-rules-v1.1	deterministic-rule-engine	human_required_for_flagged_rows	size,material,适用设备	1	
