source_sheet,source_row,raw_material_name,raw_spec,unit,supplier,purchase_date,quantity,unit_price,amount,remark,raw_row_json
Sheet1,2,DN75胶弯头,DN75胶弯头,个,,2024-01-22T00:00:00,10,,,,"{""日期"": ""2024-01-22T00:00:00"", ""商品名称及规格"": ""DN75胶弯头"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,3,办公室门锁,办公室门锁,个,,2024-01-22T00:00:00,1,,,,"{""日期"": ""2024-01-22T00:00:00"", ""商品名称及规格"": ""办公室门锁"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,4,4P*250A施耐德漏电二合一,4P*250A施耐德漏电二合一,个,,2024-01-22T00:00:00,10,,,,"{""日期"": ""2024-01-22T00:00:00"", ""商品名称及规格"": ""4P*250A施耐德漏电二合一"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,5,3CM热缩管,3CM热缩管,米,,2024-01-25T00:00:00,15,,,,"{""日期"": ""2024-01-25T00:00:00"", ""商品名称及规格"": ""3CM热缩管"", ""单位"": ""米"", ""数量"": 15}"
Sheet1,6,2CM热缩管,2CM热缩管,米,,2024-01-25T00:00:00,15,,,,"{""日期"": ""2024-01-25T00:00:00"", ""商品名称及规格"": ""2CM热缩管"", ""单位"": ""米"", ""数量"": 15}"
Sheet1,7,1.5CM热缩管,1.5CM热缩管,米,,2024-01-25T00:00:00,15,,,,"{""日期"": ""2024-01-25T00:00:00"", ""商品名称及规格"": ""1.5CM热缩管"", ""单位"": ""米"", ""数量"": 15}"
Sheet1,8,3M透明电胶布,3M透明电胶布,个,,2024-01-25T00:00:00,50,,,,"{""日期"": ""2024-01-25T00:00:00"", ""商品名称及规格"": ""3M透明电胶布"", ""单位"": ""个"", ""数量"": 50}"
Sheet1,9,25保温棉,25保温棉,米,,2024-01-25T00:00:00,10,,,,"{""日期"": ""2024-01-25T00:00:00"", ""商品名称及规格"": ""25保温棉"", ""单位"": ""米"", ""数量"": 10}"
Sheet1,10,电钻锂电池充电器,电钻锂电池充电器,个,,2024-01-25T00:00:00,2,,,,"{""日期"": ""2024-01-25T00:00:00"", ""商品名称及规格"": ""电钻锂电池充电器"", ""单位"": ""个"", ""数量"": 2}"
Sheet1,11,聚氨酯堵漏剂20KG,聚氨酯堵漏剂20KG,桶,,2024-01-26T00:00:00,4,,,,"{""日期"": ""2024-01-26T00:00:00"", ""商品名称及规格"": ""聚氨酯堵漏剂20KG"", ""单位"": ""桶"", ""数量"": 4}"
Sheet1,12,双块水泥,双块水泥,包,,2024-01-27T00:00:00,15,,,,"{""日期"": ""2024-01-27T00:00:00"", ""商品名称及规格"": ""双块水泥"", ""单位"": ""包"", ""数量"": 15}"
Sheet1,13,36W灯管,36W灯管,套,,2024-02-26T00:00:00,40,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""36W灯管"", ""单位"": ""套"", ""数量"": 40}"
Sheet1,14,2.1ASUB公牛插座,2.1ASUB公牛插座,个,,2024-02-26T00:00:00,50,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""2.1ASUB公牛插座"", ""单位"": ""个"", ""数量"": 50}"
Sheet1,15,明装线盒,明装线盒,个,,2024-02-26T00:00:00,50,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""明装线盒"", ""单位"": ""个"", ""数量"": 50}"
Sheet1,16,P230电箱,P230电箱,个,,2024-02-26T00:00:00,4,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""P230电箱"", ""单位"": ""个"", ""数量"": 4}"
Sheet1,17,3P施耐德空气开关,3P施耐德空气开关,个,,2024-02-26T00:00:00,4,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""3P施耐德空气开关"", ""单位"": ""个"", ""数量"": 4}"
Sheet1,18,公牛五孔插座,公牛五孔插座,个,,2024-02-26T00:00:00,30,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公牛五孔插座"", ""单位"": ""个"", ""数量"": 30}"
Sheet1,19,公牛4位开关,公牛4位开关,个,,2024-02-26T00:00:00,5,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公牛4位开关"", ""单位"": ""个"", ""数量"": 5}"
Sheet1,20,公牛1位开关,公牛1位开关,个,,2024-02-26T00:00:00,10,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公牛1位开关"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,21,公牛2位开关,公牛2位开关,个,,2024-02-26T00:00:00,5,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公牛2位开关"", ""单位"": ""个"", ""数量"": 5}"
Sheet1,22,明装线盒,明装线盒,个,,2024-02-26T00:00:00,50,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""明装线盒"", ""单位"": ""个"", ""数量"": 50}"
Sheet1,23,PVC线管,PVC线管,米,,2024-02-26T00:00:00,200,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""PVC线管"", ""单位"": ""米"", ""数量"": 200}"
Sheet1,24,20管卡代沟,20管卡代沟,个,,2024-02-26T00:00:00,200,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""20管卡代沟"", ""单位"": ""个"", ""数量"": 200}"
Sheet1,25,40WLED公牛灯泡,40WLED公牛灯泡,个,,2024-02-26T00:00:00,30,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""40WLED公牛灯泡"", ""单位"": ""个"", ""数量"": 30}"
Sheet1,26,起帆BV2.5平方电线,起帆BV2.5平方电线,米,,2024-02-26T00:00:00,600,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""起帆BV2.5平方电线"", ""单位"": ""米"", ""数量"": 600}"
Sheet1,27,起帆BV10平方电线,起帆BV10平方电线,米,,2024-02-26T00:00:00,200,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""起帆BV10平方电线"", ""单位"": ""米"", ""数量"": 200}"
Sheet1,28,起帆BV25平方电线,起帆BV25平方电线,米,,2024-02-26T00:00:00,400,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""起帆BV25平方电线"", ""单位"": ""米"", ""数量"": 400}"
Sheet1,29,2.5MM水泥钉,2.5MM水泥钉,合,,2024-02-26T00:00:00,2,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""2.5MM水泥钉"", ""单位"": ""合"", ""数量"": 2}"
Sheet1,30,电线杆踩脚,电线杆踩脚,付,,2024-02-26T00:00:00,1,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""电线杆踩脚"", ""单位"": ""付"", ""数量"": 1}"
Sheet1,31,1T紧线器,1T紧线器,套,,2024-02-26T00:00:00,2,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""1T紧线器"", ""单位"": ""套"", ""数量"": 2}"
Sheet1,32,厚黑模板,厚黑模板,张,,2024-02-26T00:00:00,150,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""厚黑模板"", ""单位"": ""张"", ""数量"": 150}"
Sheet1,33,4*9木方,4*9木方,米,,2024-02-26T00:00:00,90,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""4*9木方"", ""单位"": ""米"", ""数量"": 90}"
Sheet1,34,4*4木方,4*4木方,米,,2024-02-26T00:00:00,60,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""4*4木方"", ""单位"": ""米"", ""数量"": 60}"
Sheet1,35,5CM自攻螺丝,5CM自攻螺丝,合,,2024-02-26T00:00:00,4,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""5CM自攻螺丝"", ""单位"": ""合"", ""数量"": 4}"
Sheet1,36,3CM自攻螺丝,3CM自攻螺丝,合,,2024-02-26T00:00:00,2,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""3CM自攻螺丝"", ""单位"": ""合"", ""数量"": 2}"
Sheet1,37,4*6厚方钢,4*6厚方钢,米,,2024-02-26T00:00:00,42,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""4*6厚方钢"", ""单位"": ""米"", ""数量"": 42}"
Sheet1,38,2寸铁钉,2寸铁钉,斤,,2024-02-26T00:00:00,5,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""2寸铁钉"", ""单位"": ""斤"", ""数量"": 5}"
Sheet1,39,4寸不锈钢合页,4寸不锈钢合页,套,,2024-02-26T00:00:00,12,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""4寸不锈钢合页"", ""单位"": ""套"", ""数量"": 12}"
Sheet1,40,墙纸大卷,墙纸大卷,卷,,2024-02-26T00:00:00,3,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""墙纸大卷"", ""单位"": ""卷"", ""数量"": 3}"
Sheet1,41,热水壶,热水壶,个,,2024-02-26T00:00:00,1,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""热水壶"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,42,公元25PPR管,公元25PPR管,米,,2024-02-26T00:00:00,100,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公元25PPR管"", ""单位"": ""米"", ""数量"": 100}"
Sheet1,43,公元25PPR直通,公元25PPR直通,个,,2024-02-26T00:00:00,50,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公元25PPR直通"", ""单位"": ""个"", ""数量"": 50}"
Sheet1,44,公元25PPR弯头,公元25PPR弯头,个,,2024-02-26T00:00:00,50,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公元25PPR弯头"", ""单位"": ""个"", ""数量"": 50}"
Sheet1,45,12厘膨胀螺丝代沟,12厘膨胀螺丝代沟,个,,2024-02-26T00:00:00,15,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""12厘膨胀螺丝代沟"", ""单位"": ""个"", ""数量"": 15}"
Sheet1,46,公元热熔机,公元热熔机,个,,2024-02-26T00:00:00,1,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公元热熔机"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,47,公元PPR剪刀,公元PPR剪刀,个,,2024-02-26T00:00:00,1,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公元PPR剪刀"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,48,4-6MM石子,4-6MM石子,斤,,2024-02-26T00:00:00,840,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""4-6MM石子"", ""单位"": ""斤"", ""数量"": 840}"
Sheet1,49,02-0.5MM沙子,02-0.5MM沙子,斤,,2024-02-26T00:00:00,960,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""02-0.5MM沙子"", ""单位"": ""斤"", ""数量"": 960}"
Sheet1,50,墙纸大卷,墙纸大卷,卷,,2024-02-26T00:00:00,2,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""墙纸大卷"", ""单位"": ""卷"", ""数量"": 2}"
Sheet1,51,2.5CM钢钉,2.5CM钢钉,合,,2024-02-26T00:00:00,2,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""2.5CM钢钉"", ""单位"": ""合"", ""数量"": 2}"
Sheet1,52,公牛380V*25A插头,公牛380V*25A插头,个,,2024-02-26T00:00:00,30,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公牛380V*25A插头"", ""单位"": ""个"", ""数量"": 30}"
Sheet1,53,10A公牛三插,10A公牛三插,个,,2024-02-26T00:00:00,20,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""10A公牛三插"", ""单位"": ""个"", ""数量"": 20}"
Sheet1,54,3M电胶布,3M电胶布,个,,2024-02-26T00:00:00,60,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""3M电胶布"", ""单位"": ""个"", ""数量"": 60}"
Sheet1,55,世达多功能剥线钳,世达多功能剥线钳,只,,2024-02-26T00:00:00,1,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""世达多功能剥线钳"", ""单位"": ""只"", ""数量"": 1}"
Sheet1,56,找断点电笔,找断点电笔,只,,2024-02-26T00:00:00,10,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""找断点电笔"", ""单位"": ""只"", ""数量"": 10}"
Sheet1,57,4*9木方,4*9木方,米,,2024-02-26T00:00:00,20,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""4*9木方"", ""单位"": ""米"", ""数量"": 20}"
Sheet1,58,4寸不锈钢合页,4寸不锈钢合页,套,,2024-02-26T00:00:00,10,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""4寸不锈钢合页"", ""单位"": ""套"", ""数量"": 10}"
Sheet1,59,3CM大盒钢钉,3CM大盒钢钉,合,,2024-02-26T00:00:00,4,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""3CM大盒钢钉"", ""单位"": ""合"", ""数量"": 4}"
Sheet1,60,250A空气开关,250A空气开关,个,,2024-02-26T00:00:00,1,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""250A空气开关"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,61,公牛16A插座,公牛16A插座,个,,2024-02-26T00:00:00,10,,,,"{""日期"": ""2024-02-26T00:00:00"", ""商品名称及规格"": ""公牛16A插座"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,62,洁厕灵,洁厕灵,瓶,,2024-02-27T00:00:00,5,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""洁厕灵"", ""单位"": ""瓶"", ""数量"": 5}"
Sheet1,63,定做导链式窗帘,定做导链式窗帘,平方,,2024-02-27T00:00:00,15,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""定做导链式窗帘"", ""单位"": ""平方"", ""数量"": 15}"
Sheet1,64,窗帘架拉链,窗帘架拉链,套,,2024-02-27T00:00:00,3,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""窗帘架拉链"", ""单位"": ""套"", ""数量"": 3}"
Sheet1,65,20钢钉线卡,20钢钉线卡,个,,2024-02-27T00:00:00,200,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""20钢钉线卡"", ""单位"": ""个"", ""数量"": 200}"
Sheet1,66,4分三角阀,4分三角阀,个,,2024-02-27T00:00:00,10,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""4分三角阀"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,67,公元PPR25三通,公元PPR25三通,个,,2024-02-27T00:00:00,20,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""公元PPR25三通"", ""单位"": ""个"", ""数量"": 20}"
Sheet1,68,公元PPR25内牙三通,公元PPR25内牙三通,个,,2024-02-27T00:00:00,20,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""公元PPR25内牙三通"", ""单位"": ""个"", ""数量"": 20}"
Sheet1,69,公元PPR25*4内牙直通,公元PPR25*4内牙直通,个,,2024-02-27T00:00:00,20,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""公元PPR25*4内牙直通"", ""单位"": ""个"", ""数量"": 20}"
Sheet1,70,公元PPR25内牙弯头,公元PPR25内牙弯头,个,,2024-02-27T00:00:00,20,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""公元PPR25内牙弯头"", ""单位"": ""个"", ""数量"": 20}"
Sheet1,71,洗衣机龙头,洗衣机龙头,个,,2024-02-27T00:00:00,10,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""洗衣机龙头"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,72,4分堵头,4分堵头,个,,2024-02-27T00:00:00,20,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""4分堵头"", ""单位"": ""个"", ""数量"": 20}"
Sheet1,73,6分堵头,6分堵头,个,,2024-02-27T00:00:00,20,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""6分堵头"", ""单位"": ""个"", ""数量"": 20}"
Sheet1,74,100金属软管,100金属软管,个,,2024-02-27T00:00:00,10,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""100金属软管"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,75,不锈钢接头,不锈钢接头,个,,2024-02-27T00:00:00,10,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""不锈钢接头"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,76,公元PPR剪刀,公元PPR剪刀,个,,2024-02-27T00:00:00,1,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""公元PPR剪刀"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,77,25水管钩,25水管钩,个,,2024-02-27T00:00:00,50,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""25水管钩"", ""单位"": ""个"", ""数量"": 50}"
Sheet1,78,4位镀锌电线架,4位镀锌电线架,个,,2024-02-27T00:00:00,6,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""4位镀锌电线架"", ""单位"": ""个"", ""数量"": 6}"
Sheet1,79,磁珠,磁珠,个,,2024-02-27T00:00:00,24,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""磁珠"", ""单位"": ""个"", ""数量"": 24}"
Sheet1,80,螺丝,螺丝,个,,2024-02-27T00:00:00,24,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""螺丝"", ""单位"": ""个"", ""数量"": 24}"
Sheet1,81,50不锈钢挂锁,50不锈钢挂锁,个,,2024-02-27T00:00:00,3,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""50不锈钢挂锁"", ""单位"": ""个"", ""数量"": 3}"
Sheet1,82,不锈钢插销,不锈钢插销,个,,2024-02-27T00:00:00,20,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""不锈钢插销"", ""单位"": ""个"", ""数量"": 20}"
Sheet1,83,不锈钢插销带锁,不锈钢插销带锁,个,,2024-02-27T00:00:00,20,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""不锈钢插销带锁"", ""单位"": ""个"", ""数量"": 20}"
Sheet1,84,六角自攻螺丝大盒,六角自攻螺丝大盒,合,,2024-02-27T00:00:00,4,,,,"{""日期"": ""2024-02-27T00:00:00"", ""商品名称及规格"": ""六角自攻螺丝大盒"", ""单位"": ""合"", ""数量"": 4}"
Sheet1,85,立邦环保涂料5合1,立邦环保涂料5合1,桶,,2024-02-28T00:00:00,10,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""立邦环保涂料5合1"", ""单位"": ""桶"", ""数量"": 10}"
Sheet1,86,4寸滚筒,4寸滚筒,个,,2024-02-28T00:00:00,10,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""4寸滚筒"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,87,4寸插销,4寸插销,付,,2024-02-28T00:00:00,5,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""4寸插销"", ""单位"": ""付"", ""数量"": 5}"
Sheet1,88,4寸不锈钢加厚合页,4寸不锈钢加厚合页,付,,2024-02-28T00:00:00,5,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""4寸不锈钢加厚合页"", ""单位"": ""付"", ""数量"": 5}"
Sheet1,89,5寸不锈钢抽锁,5寸不锈钢抽锁,个,,2024-02-28T00:00:00,10,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""5寸不锈钢抽锁"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,90,塑料扫把,塑料扫把,个,,2024-02-28T00:00:00,10,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""塑料扫把"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,91,40不锈钢挂锁,40不锈钢挂锁,个,,2024-02-28T00:00:00,10,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""40不锈钢挂锁"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,92,高粱扫把,高粱扫把,把,,2024-02-28T00:00:00,5,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""高粱扫把"", ""单位"": ""把"", ""数量"": 5}"
Sheet1,93,木杆子,木杆子,根,,2024-02-28T00:00:00,10,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""木杆子"", ""单位"": ""根"", ""数量"": 10}"
Sheet1,94,草酸,草酸,桶,,2024-02-28T00:00:00,1,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""草酸"", ""单位"": ""桶"", ""数量"": 1}"
Sheet1,95,加厚PVC地板胶,加厚PVC地板胶,平方,,2024-02-28T00:00:00,10,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""加厚PVC地板胶"", ""单位"": ""平方"", ""数量"": 10}"
Sheet1,96,网线,网线,条,,2024-02-28T00:00:00,1,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""网线"", ""单位"": ""条"", ""数量"": 1}"
Sheet1,97,厚环保墙布,厚环保墙布,平方,,2024-02-28T00:00:00,500,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""厚环保墙布"", ""单位"": ""平方"", ""数量"": 500}"
Sheet1,98,糯米胶,糯米胶,平方,,2024-02-28T00:00:00,500,,,,"{""日期"": ""2024-02-28T00:00:00"", ""商品名称及规格"": ""糯米胶"", ""单位"": ""平方"", ""数量"": 500}"
Sheet1,99,6.5升不锈钢水壶,6.5升不锈钢水壶,个,,2024-03-01T00:00:00,1,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""6.5升不锈钢水壶"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,100,锂电池电钻,锂电池电钻,台,,2024-03-01T00:00:00,1,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""锂电池电钻"", ""单位"": ""台"", ""数量"": 1}"
Sheet1,101,钻头,钻头,个,,2024-03-01T00:00:00,7,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""钻头"", ""单位"": ""个"", ""数量"": 7}"
Sheet1,102,水桶,水桶,个,,2024-03-01T00:00:00,1,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""水桶"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,103,水龙头花洒,水龙头花洒,套,,2024-03-01T00:00:00,2,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""水龙头花洒"", ""单位"": ""套"", ""数量"": 2}"
Sheet1,104,桶装水按钮,桶装水按钮,个,,2024-03-01T00:00:00,1,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""桶装水按钮"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,105,地毯清洁剂大,地毯清洁剂大,桶,,2024-03-01T00:00:00,1,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""地毯清洁剂大"", ""单位"": ""桶"", ""数量"": 1}"
Sheet1,106,闭门器大,闭门器大,套,,2024-03-01T00:00:00,1,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""闭门器大"", ""单位"": ""套"", ""数量"": 1}"
Sheet1,107,不锈钢插销,不锈钢插销,套,,2024-03-01T00:00:00,5,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""不锈钢插销"", ""单位"": ""套"", ""数量"": 5}"
Sheet1,108,水龙头,水龙头,个,,2024-03-01T00:00:00,15,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""水龙头"", ""单位"": ""个"", ""数量"": 15}"
Sheet1,109,定做导链式窗帘,定做导链式窗帘,平方,,2024-03-01T00:00:00,95,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""定做导链式窗帘"", ""单位"": ""平方"", ""数量"": 95}"
Sheet1,110,窗帘架拉链,窗帘架拉链,套,,2024-03-01T00:00:00,38,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""窗帘架拉链"", ""单位"": ""套"", ""数量"": 38}"
Sheet1,111,公牛16A空调插座,公牛16A空调插座,个,,2024-03-01T00:00:00,10,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""公牛16A空调插座"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,112,公牛插座3米*8孔,公牛插座3米*8孔,个,,2024-03-01T00:00:00,12,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""公牛插座3米*8孔"", ""单位"": ""个"", ""数量"": 12}"
Sheet1,113,DN15软管,DN15软管,米,,2024-03-01T00:00:00,100,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""DN15软管"", ""单位"": ""米"", ""数量"": 100}"
Sheet1,114,灰板,灰板,个,,2024-03-01T00:00:00,2,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""灰板"", ""单位"": ""个"", ""数量"": 2}"
Sheet1,115,铝合金,铝合金,个,,2024-03-01T00:00:00,2,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""铝合金"", ""单位"": ""个"", ""数量"": 2}"
Sheet1,116,启辉器,启辉器,个,,2024-03-01T00:00:00,50,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""启辉器"", ""单位"": ""个"", ""数量"": 50}"
Sheet1,117,镇流器,镇流器,个,,2024-03-01T00:00:00,5,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""镇流器"", ""单位"": ""个"", ""数量"": 5}"
Sheet1,118,螺口灯头,螺口灯头,个,,2024-03-01T00:00:00,15,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""螺口灯头"", ""单位"": ""个"", ""数量"": 15}"
Sheet1,119,50*50排气扇,50*50排气扇,台,,2024-03-01T00:00:00,2,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""50*50排气扇"", ""单位"": ""台"", ""数量"": 2}"
Sheet1,120,2P*63A施耐德漏电保护器,2P*63A施耐德漏电保护器,个,,2024-03-01T00:00:00,10,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""2P*63A施耐德漏电保护器"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,121,3P*63A施耐德空气开关,3P*63A施耐德空气开关,个,,2024-03-01T00:00:00,3,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""3P*63A施耐德空气开关"", ""单位"": ""个"", ""数量"": 3}"
Sheet1,122,方撬,方撬,把,,2024-03-01T00:00:00,4,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""方撬"", ""单位"": ""把"", ""数量"": 4}"
Sheet1,123,伴水泥耙子,伴水泥耙子,把,,2024-03-01T00:00:00,2,,,,"{""日期"": ""2024-03-01T00:00:00"", ""商品名称及规格"": ""伴水泥耙子"", ""单位"": ""把"", ""数量"": 2}"
